category,benchmark,tool,caller_class,caller_method,callee_receiver,callee_method
ArraysAndLists,ListAccess1,MAMADROID,de.ecspride.ListAccess1,onCreate,android.telephony.SmsManager,sendTextMessage
ArraysAndLists,ListAccess1,MAMADROID,de.ecspride.ListAccess1,onCreate,android.telephony.TelephonyManager,getDeviceId
ArraysAndLists,MultidimensionalArray1,FlowDroid,edu.mit.array_slice.MainActivity,onCreate,android.telephony.TelephonyManager,getDeviceId
ArraysAndLists,MultidimensionalArray1,MAMADROID,edu.mit.array_slice.MainActivity,onCreate,android.telephony.TelephonyManager,getDeviceId
Callbacks,AnonymousClass1,FlowDroid,de.ecspride.AnnonymousClass1,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,AnonymousClass1,FlowDroid,de.ecspride.AnnonymousClass1$1,onLocationChanged,android.location.Location,getLatitude
Callbacks,AnonymousClass1,FlowDroid,de.ecspride.AnnonymousClass1$1,onLocationChanged,android.location.Location,getLongitude
Callbacks,AnonymousClass1,FlowDroid,de.ecspride.AnnonymousClass1$1,onLocationChanged,android.widget.Toast,show
Callbacks,AnonymousClass1,MAMADROID,de.ecspride.AnnonymousClass1,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,AnonymousClass1,MAMADROID,de.ecspride.AnnonymousClass1$1,onLocationChanged,android.location.Location,getLatitude
Callbacks,AnonymousClass1,MAMADROID,de.ecspride.AnnonymousClass1$1,onLocationChanged,android.location.Location,getLongitude
Callbacks,AnonymousClass1,MAMADROID,de.ecspride.AnnonymousClass1$1,onLocationChanged,android.widget.Toast,show
Callbacks,Button1,FlowDroid,de.ecspride.Button1,onCreate,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button1,FlowDroid,de.ecspride.Button1,sendMessage,android.telephony.SmsManager,sendTextMessage
Callbacks,Button1,FlowDroid,de.ecspride.Button1,sendMessage,android.widget.Toast,show
Callbacks,Button1,MAMADROID,de.ecspride.Button1,onCreate,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button1,MAMADROID,de.ecspride.Button1,sendMessage,android.telephony.SmsManager,sendTextMessage
Callbacks,Button1,MAMADROID,de.ecspride.Button1,sendMessage,android.widget.Toast,show
Callbacks,Button2,FlowDroid,de.ecspride.Button2,clickOnButton3,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button2,FlowDroid,de.ecspride.Button2,onCreate,android.view.View,setOnClickListener
Callbacks,Button2,FlowDroid,de.ecspride.Button2$1,onClick,android.telephony.SmsManager,sendTextMessage
Callbacks,Button2,MAMADROID,de.ecspride.Button2,clickOnButton3,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button2,MAMADROID,de.ecspride.Button2,onCreate,android.view.View,setOnClickListener
Callbacks,Button2,MAMADROID,de.ecspride.Button2$1,onClick,android.telephony.SmsManager,sendTextMessage
Callbacks,Button3,FlowDroid,de.ecspride.Button1Listener,onClick,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button3,FlowDroid,de.ecspride.Button1Listener,onClick,android.view.View,setOnClickListener
Callbacks,Button3,FlowDroid,de.ecspride.Button2Listener,onClick,android.telephony.SmsManager,sendTextMessage
Callbacks,Button3,FlowDroid,de.ecspride.MainActivity,onCreate,android.view.View,setOnClickListener
Callbacks,Button3,FlowDroid,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
Callbacks,Button3,MAMADROID,de.ecspride.Button1Listener,onClick,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button3,MAMADROID,de.ecspride.Button1Listener,onClick,android.view.View,setOnClickListener
Callbacks,Button3,MAMADROID,de.ecspride.Button2Listener,onClick,android.telephony.SmsManager,sendTextMessage
Callbacks,Button3,MAMADROID,de.ecspride.MainActivity,onCreate,android.view.View,setOnClickListener
Callbacks,Button3,MAMADROID,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
Callbacks,Button4,FlowDroid,de.ecspride.Button4,onCreate,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button4,FlowDroid,de.ecspride.Button4,sendMessage,android.telephony.SmsManager,sendTextMessage
Callbacks,Button4,FlowDroid,de.ecspride.Button4,sendMessage,android.widget.Toast,show
Callbacks,Button4,MAMADROID,de.ecspride.Button4,onCreate,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button4,MAMADROID,de.ecspride.Button4,sendMessage,android.telephony.SmsManager,sendTextMessage
Callbacks,Button4,MAMADROID,de.ecspride.Button4,sendMessage,android.widget.Toast,show
Callbacks,Button5,FlowDroid,edu.mit.button_object_allocation.Button1,onCreate,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button5,FlowDroid,edu.mit.button_object_allocation.Button1,sendMessage,android.widget.TextView,getHint
Callbacks,Button5,FlowDroid,edu.mit.button_object_allocation.Button1,sendMessage,java.lang.CharSequence,toString
Callbacks,Button5,MAMADROID,edu.mit.button_object_allocation.Button1,onCreate,android.telephony.TelephonyManager,getDeviceId
Callbacks,Button5,MAMADROID,edu.mit.button_object_allocation.Button1,sendMessage,android.widget.TextView,getHint
Callbacks,Button5,MAMADROID,edu.mit.button_object_allocation.Button1,sendMessage,java.lang.CharSequence,toString
Callbacks,LocationLeak1,FlowDroid,de.ecspride.LocationLeak1,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,LocationLeak1,FlowDroid,de.ecspride.LocationLeak1,onResume,android.widget.Toast,show
Callbacks,LocationLeak1,FlowDroid,de.ecspride.LocationLeak1$MyLocationListener,onLocationChanged,android.location.Location,getLatitude
Callbacks,LocationLeak1,FlowDroid,de.ecspride.LocationLeak1$MyLocationListener,onLocationChanged,android.location.Location,getLongitude
Callbacks,LocationLeak1,MAMADROID,de.ecspride.LocationLeak1,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,LocationLeak1,MAMADROID,de.ecspride.LocationLeak1,onResume,android.widget.Toast,show
Callbacks,LocationLeak1,MAMADROID,de.ecspride.LocationLeak1$MyLocationListener,onLocationChanged,android.location.Location,getLatitude
Callbacks,LocationLeak1,MAMADROID,de.ecspride.LocationLeak1$MyLocationListener,onLocationChanged,android.location.Location,getLongitude
Callbacks,LocationLeak2,FlowDroid,de.ecspride.LocationLeak2,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,LocationLeak2,FlowDroid,de.ecspride.LocationLeak2,onLocationChanged,android.location.Location,getLatitude
Callbacks,LocationLeak2,FlowDroid,de.ecspride.LocationLeak2,onLocationChanged,android.location.Location,getLongitude
Callbacks,LocationLeak2,FlowDroid,de.ecspride.LocationLeak2,onResume,android.widget.Toast,show
Callbacks,LocationLeak2,MAMADROID,de.ecspride.LocationLeak2,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,LocationLeak2,MAMADROID,de.ecspride.LocationLeak2,onLocationChanged,android.location.Location,getLatitude
Callbacks,LocationLeak2,MAMADROID,de.ecspride.LocationLeak2,onLocationChanged,android.location.Location,getLongitude
Callbacks,LocationLeak2,MAMADROID,de.ecspride.LocationLeak2,onResume,android.widget.Toast,show
Callbacks,LocationLeak3,FlowDroid,de.ecspride.LocationLeak3,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,LocationLeak3,FlowDroid,de.ecspride.MyLocationListener,onLocationChanged,android.location.Location,getLatitude
Callbacks,LocationLeak3,FlowDroid,de.ecspride.MyLocationListener,onLocationChanged,android.location.Location,getLongitude
Callbacks,LocationLeak3,MAMADROID,de.ecspride.LocationLeak3,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,LocationLeak3,MAMADROID,de.ecspride.MyLocationListener,onLocationChanged,android.location.Location,getLatitude
Callbacks,LocationLeak3,MAMADROID,de.ecspride.MyLocationListener,onLocationChanged,android.location.Location,getLongitude
Callbacks,MethodOverride1,FlowDroid,de.ecspride.MethodOverride1,attachBaseContext,android.telephony.TelephonyManager,getDeviceId
Callbacks,MethodOverride1,MAMADROID,de.ecspride.MethodOverride1,attachBaseContext,android.telephony.TelephonyManager,getDeviceId
Callbacks,MultiHandlers1,FlowDroid,de.ecspride.MultiHandlers1,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,MultiHandlers1,MAMADROID,de.ecspride.MultiHandlers1,onCreate,android.location.LocationManager,requestLocationUpdates
Callbacks,Ordering1,FlowDroid,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
Callbacks,Ordering1,FlowDroid,de.ecspride.MainActivity,onDestroy,android.location.LocationManager,requestLocationUpdates
Callbacks,Ordering1,MAMADROID,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
Callbacks,Ordering1,MAMADROID,de.ecspride.MainActivity,onDestroy,android.location.LocationManager,requestLocationUpdates
Callbacks,RegisterGlobal1,FlowDroid,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
Callbacks,RegisterGlobal1,FlowDroid,de.ecspride.MyApplication$ApplicationCallbacks,onActivityPaused,android.telephony.SmsManager,sendTextMessage
Callbacks,RegisterGlobal1,FlowDroid,de.ecspride.MyApplication$ApplicationCallbacks,onActivityStarted,android.telephony.TelephonyManager,getDeviceId
Callbacks,RegisterGlobal1,MAMADROID,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
Callbacks,RegisterGlobal1,MAMADROID,de.ecspride.MyApplication$ApplicationCallbacks,onActivityPaused,android.telephony.SmsManager,sendTextMessage
Callbacks,RegisterGlobal1,MAMADROID,de.ecspride.MyApplication$ApplicationCallbacks,onActivityStarted,android.telephony.TelephonyManager,getDeviceId
Callbacks,RegisterGlobal2,FlowDroid,de.ecspride.MyApplication$1,onConfigurationChanged,android.telephony.SmsManager,sendTextMessage
Callbacks,RegisterGlobal2,MAMADROID,de.ecspride.MyApplication,onCreate,android.app.Application,onCreate
Callbacks,RegisterGlobal2,MAMADROID,de.ecspride.MyApplication,onCreate,android.app.Application,registerComponentCallbacks
Callbacks,RegisterGlobal2,MAMADROID,de.ecspride.MyApplication$1,<init>,java.lang.Object,<init>
Callbacks,RegisterGlobal2,MAMADROID,de.ecspride.MyApplication$1,onConfigurationChanged,android.telephony.SmsManager,getDefault
Callbacks,RegisterGlobal2,MAMADROID,de.ecspride.MyApplication$1,onConfigurationChanged,android.telephony.SmsManager,sendTextMessage
Callbacks,Unregister1,FlowDroid,de.ecspride.MainActivity,onCreate,android.view.View,setOnClickListener
Callbacks,Unregister1,FlowDroid,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
Callbacks,Unregister1,MAMADROID,de.ecspride.MainActivity,onCreate,android.view.View,setOnClickListener
Callbacks,Unregister1,MAMADROID,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
EmulatorDetection,ContentProvider1,FlowDroid,de.ecspride.MyContentProvider,onCreate,android.telephony.TelephonyManager,getDeviceId
EmulatorDetection,ContentProvider1,FlowDroid,de.ecspride.MyContentProvider,onCreate,java.lang.String,contains
EmulatorDetection,ContentProvider1,MAMADROID,de.ecspride.MyContentProvider,onCreate,android.telephony.TelephonyManager,getDeviceId
EmulatorDetection,ContentProvider1,MAMADROID,de.ecspride.MyContentProvider,onCreate,java.lang.String,contains
EmulatorDetection,IMEI1,FlowDroid,de.ecspride.MainActivity,onCreate,android.telephony.TelephonyManager,getDeviceId
EmulatorDetection,IMEI1,MAMADROID,de.ecspride.MainActivity,onCreate,android.telephony.TelephonyManager,getDeviceId
EmulatorDetection,IMEI1,MAMADROID,de.ecspride.MainActivity,onCreate,java.lang.StringBuilder,toString
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.BackStackRecord,add,android.support.v4.app.BackStackRecord,doAddOp
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.BackStackRecord,commit,android.support.v4.app.BackStackRecord,commitInternal
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.BackStackRecord,commitInternal,android.support.v4.app.FragmentManagerImpl,enqueueAction
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.BackStackRecord,doAddOp,android.support.v4.app.BackStackRecord,addOp
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.BackStackRecord,doAddOp,android.support.v4.app.BackStackRecord$Op,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.BackStackRecord,run,android.support.v4.app.BackStackRecord,bumpBackStackNesting
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.BackStackRecord,run,android.support.v4.app.FragmentManagerImpl,addFragment
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.BackStackRecord,run,android.support.v4.app.FragmentManagerImpl,moveToState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,<clinit>,android.support.v4.util.SimpleArrayMap,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,getLayoutInflater,android.app.Activity,getLayoutInflater
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,onStart,android.support.v4.app.FragmentActivity,getLoaderManager
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performActivityCreated,android.support.v4.app.Fragment,onActivityCreated
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performCreate,android.support.v4.app.Fragment,onCreate
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performCreateView,android.support.v4.app.Fragment,onCreateView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performDestroy,android.support.v4.app.Fragment,onDestroy
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performDestroyView,android.support.v4.app.Fragment,onDestroyView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performPause,android.support.v4.app.Fragment,onPause
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performResume,android.support.v4.app.Fragment,onResume
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performSaveInstanceState,android.support.v4.app.Fragment,onSaveInstanceState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performStart,android.support.v4.app.Fragment,onStart
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,performStop,android.support.v4.app.Fragment,onStop
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,restoreViewState,android.support.v4.app.Fragment,onViewStateRestored
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,append
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,toString
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,doReallyStop,android.os.Handler,removeMessages
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,doReallyStop,android.support.v4.app.FragmentActivity,onReallyStop
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,getLoaderManager,android.support.v4.util.SimpleArrayMap,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,getLoaderManager,android.support.v4.util.SimpleArrayMap,get
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,invalidateSupportFragment,android.support.v4.util.SimpleArrayMap,get
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onBackPressed,android.app.Activity,finish
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onBackPressed,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreate,android.app.Activity,getLastNonConfigurationInstance
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreate,android.app.Activity,getLayoutInflater
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreate,android.support.v4.app.FragmentManagerImpl,attachActivity
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreate,android.support.v4.app.FragmentManagerImpl,dispatchCreate
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,getFactory
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,setFactory
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.app.Activity,getMenuInflater
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.app.Activity,onCreatePanelMenu
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreateView,android.app.Activity,onCreateView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onCreateView,java.lang.String,equals
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onDestroy,android.app.Activity,onDestroy
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onDestroy,android.support.v4.app.FragmentActivity,doReallyStop
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onDestroy,android.support.v4.app.FragmentManagerImpl,dispatchDestroy
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onKeyDown,android.app.Activity,onKeyDown
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onPanelClosed,android.app.Activity,onPanelClosed
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onPause,android.app.Activity,onPause
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onPause,android.os.Handler,hasMessages
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentActivity,onPause,android.support.v4.app.FragmentManagerImpl,dispatchPause
